tag,name,keywords,checked,selected,url
250,"X. Cheng, E. Huang, Y. Hou and M. T. Mason, ""Contact Mode Guided Motion Planning for Quasidynamic Dexterous Manipulation in 3D,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2730-2736.","keywords: {Solid modeling;Three-dimensional displays;Automation;Hybrid power systems;Planning;Task analysis;Robots},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811872&isnumber=9811357
251,"L. Sievers, J. Pitz and B. Bäuml, ""Learning Purely Tactile In-Hand Manipulation with a Torque-Controlled Hand,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2745-2751.","keywords: {Training;Adaptation models;Visualization;Torque;Service robots;Force;Humanoid robots},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812093&isnumber=9811357
252,"G. Khandate, M. Haas-Heger and M. Ciocarlie, ""On the Feasibility of Learning Finger-gaiting In-hand Manipulation with Intrinsic Sensing,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2752-2758.","keywords: {Training;Perturbation methods;Force;Tactile sensors;Grasping;Reinforcement learning;Sensors},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812212&isnumber=9811357
253,"W. Chen et al., ""Negative Stiffness Analysis and Regulation of In-Hand Manipulation with Underactuated Compliant Hands,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2759-2765.","keywords: {Analytical models;Automation;Regulation},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811964&isnumber=9811357
254,"J. Liu, K. Chen, R. Liu, Y. Yang, Z. Wang and J. Zhang, ""Robust and Accurate Multi-Agent SLAM with Efficient Communication for Smart Mobiles,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2782-2788.","keywords: {Simultaneous localization and mapping;Mobile agents;Collaboration;Estimation;Packet loss;Bandwidth;Robustness;mobile devices;wireless communication;collaborative SLAM;machine vision},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812366&isnumber=9811357
255,"S. Vats, O. Kroemer and M. Likhachev, ""Synergistic Scheduling of Learning and Allocation of Tasks in Human-Robot Teams,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2789-2795.","keywords: {Training;Stacking;Predictive models;Search problems;Prediction algorithms;Planning;Resource management},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812328&isnumber=9811357
256,"S. Macciò, A. Carfì and F. Mastrogiovanni, ""Mixed Reality as Communication Medium for Human-Robot Collaboration,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2796-2802.","keywords: {Robot motion;Visualization;Collaboration;Mixed reality;Virtual reality;Computer architecture;Robot sensing systems;Human-Robot Collaboration;Mixed Reality;Software Architecture},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812233&isnumber=9811357
257,"X. Yan, C. Chen and X. Li, ""Adaptive Vision-Based Control of Redundant Robots with Null-Space Interaction for Human-Robot Collaboration,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2803-2809.","keywords: {Damping;Adaptation models;Null space;Collaboration;Aerospace electronics;Stability analysis;End effectors},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812218&isnumber=9811357
258,"G. Buisan, A. Favier, A. Mayima and R. Alami, ""HATP/EHDA: A Robot Task Planner Anticipating and Eliciting Human Decisions and Actions,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2818-2824.","keywords: {Automation;Emulation;Lead;Planning;Complexity theory;Task analysis;Robots},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812227&isnumber=9811357
259,"E. Merlo et al., ""Dynamic Human-Robot Role Allocation based on Human Ergonomics Risk Prediction and Robot Actions Adaptation,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2825-2831.","keywords: {Adaptation models;Costs;Protocols;Ergonomics;Process control;Dynamic scheduling;Prediction algorithms},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812438&isnumber=9811357
260,"E. Yousefi, D. P. Losey and I. Sharf, ""Assisting Operators of Articulated Machinery with Optimal Planning and Goal Inference,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2832-2838.","keywords: {Automation;Decision making;Collaboration;Markov processes;Inference algorithms;Real-time systems;Planning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811864&isnumber=9811357
261,"P. L. Garcia et al., ""R2poweR: The Proof-of-Concept of a Backdrivable, High-Ratio Gearbox for Human-Robot Collaboration,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 01-07.","keywords: {Torque;Service robots;Gears;Prototypes;Collaboration;Predictive models;Harmonic analysis},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811923&isnumber=9811357
262,"L. KU+000E4astner, J. Cox, T. Buiyan and J. Lambrecht, ""All-in-One: A DRL-based Control Switch Combining State-of-the-art Navigation Planners,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2861-2867.","keywords: {Navigation;Semantics;Switches;Control systems;Robot sensing systems;Robustness;Planning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811797&isnumber=9811357
263,"Y. -L. Kuo et al., ""Trajectory Prediction with Linguistic Representations,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2868-2875.","keywords: {Automation;Buildings;Linguistics;Predictive models;Cognition;Trajectory;Cognitive science},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811928&isnumber=9811357
264,"R. Chandra, M. Wang, M. Schwager and D. Manocha, ""Game-Theoretic Planning for Autonomous Driving among Risk-Aware Human Drivers,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2876-2883.","keywords: {Automation;Navigation;Roads;Merging;Behavioral sciences;Trajectory;Planning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811865&isnumber=9811357
265,"N. Lichtlé, E. Vinitsky, M. Nice, B. Seibold, D. Work and A. M. Bayen, ""Deploying Traffic Smoothing Cruise Controllers Learned from Trajectory Data,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2884-2890.","keywords: {Road transportation;Smoothing methods;Automation;Pipelines;Lead;Trajectory;Calibration},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811912&isnumber=9811357
266,"Z. Zhao et al., ""Personalized Car Following for Autonomous Driving with Inverse Reinforcement Learning,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2891-2897.","keywords: {Automation;Clouds;Reinforcement learning;Numerical simulation;Data models;Real-time systems;Numerical models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812446&isnumber=9811357
267,"X. Huang et al., ""HYPER: Learned Hybrid Trajectory Prediction via Factored Inference and Adaptive Sampling,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2906-2912.","keywords: {Adaptation models;Maximum likelihood estimation;Automation;Predictive models;Probabilistic logic;Prediction algorithms;Inference algorithms},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812254&isnumber=9811357
268,"J. Li, H. Gang, H. Ma, M. Tomizuka and C. Choi, ""Important Object Identification with Semi-Supervised Learning for Autonomous Driving,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2913-2919.","keywords: {Annotations;Pipelines;Estimation;Semisupervised learning;Feature extraction;Data models;Object recognition},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812234&isnumber=9811357
269,"X. Yang, Y. Qian, H. Zhu, C. Wang and M. Yang, ""BAANet: Learning Bi-directional Adaptive Attention Gates for Multispectral Pedestrian Detection,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2920-2926.","keywords: {Automation;Lighting;Bidirectional control;Detectors;Logic gates;Feature extraction;Robustness},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811999&isnumber=9811357
270,"Q. Wu, Y. Ding, X. Qi, J. Xie and J. Yang, ""Globally Optimal Relative Pose Estimation for Multi-Camera Systems with Known Gravity Direction,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2935-2941.","keywords: {Measurement units;Pose estimation;Benchmark testing;Robustness;Real-time systems;Autonomous automobiles;Robots},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812380&isnumber=9811357
271,"J. Nguyen, M. Bailey, I. Carlucho and C. Barbalata, ""Robotic Manipulators Performing Smart Sanding Operation: A Vibration Approach,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2958-2964.","keywords: {Vibrations;Correlation;Force;Vibration measurement;Robot sensing systems;Surface roughness;End effectors},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812029&isnumber=9811357
272,"L. Xie et al., ""Learning to Fill the Seam by Vision: Sub-millimeter Peg-in-hole on Unseen Shapes in Real World,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2982-2988.","keywords: {Adaptation models;Visualization;Shape;Reinforcement learning;Manuals;Robustness;Data models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812429&isnumber=9811357
273,"D. A. Olejnik et al., ""An Experimental Study of Wind Resistance and Power Consumption in MAVs with a Low-Speed Multi-Fan Wind System,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 2989-2994.","keywords: {Resistance;Performance evaluation;Fans;Power demand;Wind speed;Voltage;Open source software},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811834&isnumber=9811357
274,"S. Monteleone, F. Negrello, G. Grioli and M. G. Catalano, ""dSEDA: a Differential Series Elastic Damped Actuator,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 11395-11401.","keywords: {Actuators;Analytical models;Torque;Tracking;Prototypes;Topology;Safety},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811727&isnumber=9811357
275,"G. Knizhnik and M. Yim, ""Amplitude Control for Parallel Lattices of Docked Modboats,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3027-3033.","keywords: {Lattices;Boats;Position control;Tail;Robustness;Surges;Robots},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812381&isnumber=9811357
276,"H. Tugal et al., ""Sliding Mode Controller for Positioning of an Underwater Vehicle Subject to Disturbances and Time Delays,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3034-3039.","keywords: {Underwater structures;Uncertainty;Delay effects;Position control;Delay estimation;Inspection;Steady-state},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812005&isnumber=9811357
277,"E. Potokar, S. Ashford, M. Kaess and J. G. Mangelson, ""HoloOcean: An Underwater Robotics Simulator,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3040-3046.","keywords: {Buildings;Octrees;Sonar;Robot sensing systems;Optical imaging;Modems;Real-time systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812353&isnumber=9811357
278,"G. Knizhnik, P. Li, X. Yu and M. A. Hsieh, ""Flow-Based Control of Marine Robots in Gyre-Like Environments,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3047-3053.","keywords: {Shape;Navigation;Extraterrestrial measurements;Orbits;Energy efficiency;Trajectory;Batteries},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812331&isnumber=9811357
279,"S. Arnold and B. Wehbe, ""Spatial Acoustic Projection for 3D Imaging Sonar Reconstruction,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3054-3060.","keywords: {Training;Surface reconstruction;Three-dimensional displays;Microprocessors;Sonar measurements;Sonar;Imaging},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812277&isnumber=9811357
280,"L. Zlokapa et al., ""An Integrated Design Pipeline for Tactile Sensing Robotic Manipulators,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3136-3142.","keywords: {Pipelines;Tactile sensors;Integrated design;Manipulators;Three-dimensional printing;Sensors;Manufacturing},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812335&isnumber=9811357
281,"A. Zhao et al., ""Graph Grammar-Based Automatic Design for Heterogeneous Fleets of Underwater Robots,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3143-3149.","keywords: {Autonomous underwater vehicles;Shape;Sea floor;Pipelines;Computer architecture;Topology;Grammar},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811808&isnumber=9811357
282,"C. C. Kemp, A. Edsinger, H. M. Clever and B. Matulevich, ""The Design of Stretch: A Compact, Lightweight Mobile Manipulator for Indoor Human Environments,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3150-3157.","keywords: {Wrist;Performance evaluation;Costs;Automation;Anthropometry;Manipulators;Stability analysis},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811922&isnumber=9811357
283,"H. Cheng, H. Xu, H. Shang, X. Wang, H. Liu and B. Liang, ""Orientation to Pose: Continuum Robots Shape Reconstruction Based on the Multi-Attitude Solving Approach,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3203-3209.","keywords: {Couplings;Automation;Shape;Prototypes;Kinematics;Robot sensing systems;Real-time systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812289&isnumber=9811357
284,"H. Zhu and U. Thomas, ""A Novel Full State Feedback Decoupling Controller For Elastic Robot Arm,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3210-3215.","keywords: {State feedback;Robot kinematics;Arms;Manipulators;SISO communication;Control systems;Springs},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812047&isnumber=9811357
285,"M. Srivastava, J. Ammons, A. B. Peerzada, V. N. Krovi, P. Rangaraju and I. D. Walker, ""3D Printing of Concrete with a Continuum Robot Hose Using Variable Curvature Kinematics,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3216-3222.","keywords: {Hoses;Three-dimensional displays;Service robots;Power cables;Mortar;Computational modeling;Biological system modeling;continuum;kinematics;variable curvature;concrete},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812123&isnumber=9811357
286,"J. A. Schultz, H. Sanders, P. D. H. Bui, B. Layer and M. Killpack, ""Modeling the dynamics of soft robots by discs and threads,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3223-3229.","keywords: {Computational modeling;Dynamics;Soft robotics;Predictive models;Mathematical models;Numerical models;Behavioral sciences},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812286&isnumber=9811357
287,"K. Wang, M. Aanjaneya and K. Bekris, ""A Recurrent Differentiable Engine for Modeling Tensegrity Robots Trainable with Low-Frequency Data,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3230-3237.","keywords: {Training;Uncertainty;Pipelines;Training data;Robot sensing systems;Data models;Trajectory},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812135&isnumber=9811357
288,"S. Misra and C. Sung, ""Forward Kinematics and Control of a Segmented Tunable-Stiffness 3-D Continuum Manipulator,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3238-3244.","keywords: {Closed-form solutions;Motion segmentation;Kinematics;Hardware;End effectors;Springs;Smart materials},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812098&isnumber=9811357
289,"H. Hayashi, T. Kawase, T. Miyazaki, M. Sogabe, Y. Nakajima and K. Kawashima, ""Online Assistance Control of a Pneumatic Gait Assistive Suit Using Physical Reservoir Computing Exploiting Air Dynamics,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3245-3251.","keywords: {Wearable computers;Force;Thigh;Soft robotics;Pneumatic systems;Robot sensing systems;Reservoirs},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812377&isnumber=9811357
290,"J. Li, H. Wang and J. Zhu, ""Modeling of viscoelastic dielectric elastomer actuators based on the sparse identification method,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3252-3258.","keywords: {Geometry;Uncertainty;Computational modeling;Predictive models;Soft robotics;Mathematical models;Real-time systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811609&isnumber=9811357
291,"A. Kazemipour, O. Fischer, Y. Toshimitsu, K. W. Wong and R. K. Katzschmann, ""Adaptive Dynamic Sliding Mode Control of Soft Continuum Manipulators,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3259-3265.","keywords: {Adaptation models;Uncertain systems;Automation;Control design;Soft robotics;Trajectory;Task analysis},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811715&isnumber=9811357
292,"J. de Vries, E. Trevisan, J. van der Toorn, T. Das, B. Brito and J. Alonso-Mora, ""Regulations Aware Motion Planning for Autonomous Surface Vessels in Urban Canals,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3291-3297.","keywords: {Sea surface;Irrigation;Automation;Dynamics;Predictive models;Cost function;Regulation},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811608&isnumber=9811357
293,"M. Kulkarni et al., ""Autonomous Teamed Exploration of Subterranean Environments using Legged and Aerial Robots,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3306-3313.","keywords: {Legged locomotion;Wireless communication;Three-dimensional displays;Network topology;Navigation;Robot kinematics;Space missions},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812401&isnumber=9811357
294,"F. Grothe, V. N. Hartmann, A. Orthey and M. Toussaint, ""ST-RRT*: Asymptotically-Optimal Bidirectional Motion Planning through Space-Time,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3314-3320.","keywords: {Torque;Robot kinematics;Heuristic algorithms;Dynamics;Probabilistic logic;Manipulators;Libraries},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811814&isnumber=9811357
295,"W. Xu and J. M. Dolan, ""Speed Planning in Dynamic Environments over a Fixed Path for Autonomous Vehicles,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3321-3327.","keywords: {Runtime;System dynamics;Merging;Minimization;Convex functions;Planning;Iterative methods},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812136&isnumber=9811357
296,"D. Engelsons, M. Tiger and F. Heintz, ""Coverage Path Planning in Large-scale Multi-floor Urban Environments with Applications to Autonomous Road Sweeping,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3328-3334.","keywords: {Automation;Roads;Urban areas;Benchmark testing;Path planning;Cleaning;Bayes methods},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811941&isnumber=9811357
297,"S. Tonneau, ""Convex strategies for trajectory optimisation: application to the Polytope Traversal Problem,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3335-3340.","keywords: {Automation;Optimization methods;Humanoid robots;Trajectory;Resource management;Reliability;Dynamical systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811719&isnumber=9811357
298,"T. Birr, C. Pohl and T. Asfour, ""Oriented Surface Reachability Maps for Robot Placement,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3357-3363.","keywords: {Visualization;Three-dimensional displays;Runtime;Automation;Humanoid robots;Grasping;Complexity theory},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811600&isnumber=9811357
299,"C. Böhm, P. Brault, Q. Delamare, P. R. Giordano and S. Weiss, ""COP: Control & Observability-aware Planning,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3364-3370.","keywords: {Three-dimensional displays;Correlation;Uncertainty;Trajectory planning;Trajectory tracking;Estimation;Autonomous aerial vehicles},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812373&isnumber=9811357
300,"D. M. Saxena, T. Kusnur and M. Likhachev, ""AMRA*: Anytime Multi-Resolution Multi-Heuristic A*,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3371-3377.","keywords: {Shortest path problem;Automation;Navigation;Heuristic algorithms;Information sharing;Search problems;Approximation algorithms},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812359&isnumber=9811357
301,"A. Aydinoglu and M. Posa, ""Real-Time Multi-Contact Model Predictive Control via ADMM,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3414-3421.","keywords: {Schedules;Processor scheduling;Lead;Prediction algorithms;Control systems;Real-time systems;Convex functions},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811957&isnumber=9811357
302,"O. So, Z. Wang and E. A. Theodorou, ""Maximum Entropy Differential Dynamic Programming,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3422-3428.","keywords: {Heuristic algorithms;Stochastic processes;Cost function;Approximation algorithms;Prediction algorithms;Entropy;Mathematical models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812228&isnumber=9811357
303,"D. Layeghi, S. Tonneau and M. Mistry, ""Optimal Control via Combined Inference and Numerical Optimization,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3429-3435.","keywords: {Adaptation models;Automation;Optimal control;Optimization methods;Predictive models;Cost function;Numerical models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811908&isnumber=9811357
304,"S. He, J. Zeng and K. Sreenath, ""Autonomous Racing with Multiple Vehicles using a Parallelized Optimization with Safety Guarantee using Control Barrier Functions,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3444-3451.","keywords: {Numerical simulation;Trajectory;Timing;Safety;Planning;Automobiles;Computational complexity},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811969&isnumber=9811357
305,"W. Li, W. Naeem, W. Ji, J. Liu, W. Hao and L. Chen, ""Pose Estimation based on a Dual Quaternion Feedback Particle Filter,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3460-3466.","keywords: {Point cloud compression;Monte Carlo methods;Three-dimensional displays;Simultaneous localization and mapping;Quaternions;Pose estimation;Optimal control},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812437&isnumber=9811357
306,"V. Pacelli and A. Majumdar, ""Robust Control Under Uncertainty via Bounded Rationality and Differential Privacy,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3467-3474.","keywords: {Robust control;Differential privacy;Costs;Uncertainty;Sensitivity;Robot vision systems;Robustness},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811557&isnumber=9811357
307,"K. Tung, J. Su, J. Cai, Z. Wan and H. Cheng, ""Uncertainty-based Exploring Strategy in Densely Cluttered Scenes for Vacuum Cup Grasping,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3483-3489.","keywords: {Point cloud compression;Uncertainty;Shape;Robot vision systems;Grasping;Seals;Reconstruction algorithms},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811599&isnumber=9811357
308,"T. Migimatsu and J. Bohg, ""Grounding Predicates through Actions,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3498-3504.","keywords: {Visualization;Costs;Grounding;Natural languages;Symbols;Training data;Planning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812016&isnumber=9811357
309,"G. Yan, A. Schmitz, T. P. Tomo, S. Somlor, S. Funabashi and S. Sugano, ""Detection of Slip from Vision and Touch,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3537-3543.","keywords: {Training;Visualization;Robot vision systems;Tactile sensors;Grasping;Cameras;Data models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811589&isnumber=9811357
310,"S. Liu, P. Chang, H. Chen, N. Chakraborty and K. Driggs-Campbell, ""Learning to Navigate Intersections with Unsupervised Driver Trait Inference,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3576-3582.","keywords: {Recurrent neural networks;Automation;Navigation;Pipelines;Reinforcement learning;Trajectory;Safety},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811635&isnumber=9811357
311,"Y. Wi, P. Florence, A. Zeng and N. Fazeli, ""VIRDO: Visio-tactile Implicit Representations of Deformable Objects,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3583-3590.","keywords: {Point cloud compression;Visualization;Automation;Robot sensing systems;Sensors;Computational efficiency;Strain},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9812097&isnumber=9811357
312,"E. Aljalbout, M. Ulmer and R. Triebel, ""Seeking Visual Discomfort: Curiosity-driven Representations for Reinforcement Learning,"" 2022 International Conference on Robotics and Automation (ICRA), Philadelphia, PA, USA, 2022, pp. 3591-3597.","keywords: {Representation learning;Training;Visualization;Automation;Transfer learning;Pipelines;Reinforcement learning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9811663&isnumber=9811357
